DELETE FROM StaffSchedule;

INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0001', 'S0001', '6', '30/06/2023', '30/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0004', '8', '20/01/2022', '20/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0005', '5', '27/07/2024', '27/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0006', '8', '19/11/2023', '19/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0007', '5', '12/12/2023', '12/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0008', '3', '15/09/2022', '15/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0009', '10', '08/07/2023', '08/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0010', '2', '16/04/2022', '16/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0011', '3', '27/05/2024', '27/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0012', '9', '17/09/2022', '17/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0013', '7', '09/07/2022', '09/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0014', '9', '30/06/2023', '30/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0015', '5', '14/06/2022', '14/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0016', '6', '20/01/2022', '20/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0017', '3', '04/09/2023', '04/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0018', '6', '19/09/2023', '19/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0019', '6', '08/07/2024', '08/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0009', 'S0020', '1', '25/04/2023', '25/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0001', '7', '13/12/2022', '13/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0002', '2', '20/04/2023', '20/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0003', '6', '15/12/2023', '15/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0004', '8', '12/06/2024', '12/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0005', '10', '01/08/2023', '01/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0006', '3', '20/11/2023', '20/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0007', '9', '24/04/2022', '24/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0008', '10', '13/12/2023', '13/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0009', '6', '30/05/2022', '30/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0010', '5', '25/07/2022', '25/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0011', '7', '26/05/2024', '26/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0012', '4', '10/06/2022', '10/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0013', '3', '31/01/2024', '31/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0014', '10', '06/06/2023', '06/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0015', '8', '12/03/2022', '12/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0016', '2', '10/06/2023', '10/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0017', '1', '02/07/2022', '02/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0018', '6', '30/06/2022', '30/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0019', '4', '22/06/2024', '22/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0010', 'S0020', '3', '02/12/2022', '02/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0001', '8', '08/11/2023', '08/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0002', '10', '07/05/2022', '07/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0003', '8', '01/06/2023', '01/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0004', '4', '23/03/2024', '23/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0005', '10', '15/02/2022', '15/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0006', '7', '11/01/2023', '11/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0007', '1', '02/04/2022', '02/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0008', '3', '31/05/2024', '31/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0009', '10', '29/03/2023', '29/03/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0010', '5', '18/10/2022', '18/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0011', '9', '12/06/2024', '12/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0012', '1', '03/05/2024', '03/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0013', '3', '26/08/2023', '26/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0014', '10', '13/06/2023', '13/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0015', '5', '27/08/2023', '27/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0016', '9', '14/02/2024', '14/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0017', '3', '22/07/2022', '22/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0018', '6', '04/08/2024', '04/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0019', '2', '21/09/2022', '21/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0011', 'S0020', '6', '22/11/2023', '22/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0001', '5', '21/05/2022', '21/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0002', '5', '15/09/2022', '15/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0003', '5', '07/03/2022', '07/03/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0004', '8', '24/01/2022', '24/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0005', '1', '31/07/2023', '31/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0006', '1', '01/02/2024', '01/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0007', '9', '30/12/2022', '30/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0008', '8', '24/08/2023', '24/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0009', '5', '04/02/2024', '04/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0010', '6', '23/11/2022', '23/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0011', '1', '25/02/2023', '25/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0012', '1', '16/11/2022', '16/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0013', '10', '13/07/2023', '13/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0014', '8', '25/11/2022', '25/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0015', '2', '02/06/2023', '02/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0016', '5', '12/01/2023', '12/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0017', '7', '09/06/2022', '09/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0018', '7', '06/04/2022', '06/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0019', '1', '14/01/2024', '14/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0012', 'S0020', '8', '14/02/2024', '14/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0001', '8', '18/08/2023', '18/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0002', '1', '11/02/2024', '11/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0003', '4', '13/11/2023', '13/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0004', '7', '11/11/2023', '11/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0005', '10', '09/11/2022', '09/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0006', '4', '12/10/2023', '12/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0007', '9', '07/09/2023', '07/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0008', '10', '24/02/2022', '24/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0009', '2', '23/01/2022', '23/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0010', '1', '02/05/2022', '02/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0011', '4', '09/11/2022', '09/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0012', '4', '04/01/2024', '04/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0013', '9', '29/05/2022', '29/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0014', '2', '14/02/2024', '14/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0015', '9', '03/09/2022', '03/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0016', '4', '07/07/2022', '07/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0017', '2', '16/07/2024', '16/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0018', '8', '25/06/2022', '25/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0019', '8', '11/12/2023', '11/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0013', 'S0020', '4', '15/06/2022', '15/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0001', '4', '17/07/2022', '17/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0002', '6', '01/10/2022', '01/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0003', '7', '08/04/2022', '08/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0004', '7', '02/07/2023', '02/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0005', '1', '03/04/2022', '03/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0006', '8', '29/05/2023', '29/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0007', '3', '30/04/2022', '30/04/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0008', '9', '29/06/2024', '29/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0009', '3', '14/09/2022', '14/09/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0010', '10', '29/06/2023', '29/06/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0011', '6', '08/01/2024', '08/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0012', '5', '29/11/2022', '29/11/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0013', '5', '13/10/2023', '13/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0014', '3', '17/08/2023', '17/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0015', '6', '08/09/2023', '08/09/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0016', '3', '20/02/2024', '20/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0017', '7', '09/07/2023', '09/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0018', '5', '13/02/2024', '13/02/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0019', '4', '19/04/2024', '19/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0014', 'S0020', '4', '31/03/2024', '31/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0001', '8', '25/06/2024', '25/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0002', '2', '21/02/2022', '21/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0003', '3', '24/01/2024', '24/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0004', '5', '22/07/2024', '22/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0005', '3', '03/03/2024', '03/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0006', '5', '18/07/2023', '18/07/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0007', '1', '25/05/2022', '25/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0008', '1', '22/08/2022', '22/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0009', '8', '03/01/2024', '03/01/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0010', '6', '10/02/2023', '10/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0011', '3', '01/10/2022', '01/10/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0012', '8', '09/11/2023', '09/11/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0013', '8', '02/03/2023', '02/03/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0014', '4', '03/03/2023', '03/03/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0015', '6', '26/08/2023', '26/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0016', '2', '12/01/2023', '12/01/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0017', '8', '22/05/2023', '22/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0018', '2', '07/06/2022', '07/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0019', '2', '17/05/2023', '17/05/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0015', 'S0020', '4', '26/08/2024', '26/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0001', '1', '25/08/2023', '25/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0002', '2', '21/05/2024', '21/05/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0003', '3', '13/02/2022', '13/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0004', '8', '01/08/2023', '01/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0005', '2', '31/08/2024', '31/08/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0006', '8', '28/10/2023', '28/10/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0007', '7', '24/07/2022', '24/07/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0008', '9', '11/12/2023', '11/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0009', '7', '11/06/2022', '11/06/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0010', '8', '13/04/2023', '13/04/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0011', '3', '12/04/2024', '12/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0012', '9', '16/02/2022', '16/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0013', '8', '23/12/2022', '23/12/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0014', '10', '04/01/2022', '04/01/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0015', '8', '31/08/2022', '31/08/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0016', '10', '25/05/2022', '25/05/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0017', '9', '01/03/2024', '01/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0018', '7', '14/07/2024', '14/07/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0019', '3', '19/03/2024', '19/03/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0016', 'S0020', '2', '25/02/2023', '25/02/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0001', '10', '03/12/2023', '03/12/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0002', '9', '24/02/2022', '24/02/2022');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0003', '3', '16/04/2024', '16/04/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0004', '5', '23/06/2024', '23/06/2024');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0005', '8', '11/08/2023', '11/08/2023');
INSERT INTO StaffSchedule (FlightScheduleID, StaffID, WorkingHours, CheckIn, CheckOut) VALUES ('FS0017', 'S0006', '8', '29/10/2023', '29/10/2023');
